,fee,last_month,estimate_value,admin,name,trade_first_status,set_up,cumulative_value,grade,manager,scale,last_3_month,last_half_year,type,fund_id,trade_sencond_status,last_3_yesr,setup_date,unit_value,last_year
1183,0.15%,-2.91%,0.8764,财通基金,财通多策略福享混合(LOF),开放申购  ,-14.04%,0.8596,jjpj,姚思劼,42.49,-6.65%,-13.28%,混合型,501026,开放赎回,--,2016-09-18,0.8596,-13.94%
1184,0.10%,8.80%,1.1846,汇添富基金,汇添富中证生物科技指数A,开放申购  ,17.30%,1.1730,jjpj,过蓓蓓,0.52,1.23%,9.60%,股票指数,501009,开放赎回,--,2016-12-22,1.1730,13.51%
1185,0.08%,9.16%,1.0192,汇添富基金,汇添富中证互联网医疗指数A,开放申购  ,-0.97%,0.9903,jjpj,吴振翔,0.44,8.92%,7.79%,股票指数,501007,开放赎回,--,2016-12-22,0.9903,-0.59%
1186,0.00%,9.19%,1.0158,汇添富基金,汇添富中证互联网医疗指数C,开放申购  ,-1.30%,0.9870,jjpj,吴振翔,0.15,8.89%,7.73%,股票指数,501008,开放赎回,--,2016-12-22,0.9870,-0.83%
1187,0.10%,5.46%,1.0407,汇添富基金,汇添富中证中药指数(LOF)A,开放申购  ,2.76%,1.0276,jjpj,过蓓蓓,0.35,2.21%,1.26%,股票指数,501011,开放赎回,--,2016-12-29,1.0276,-4.13%
1188,0.12%,1.55%,0.9335,长信基金,长信中证能源互联指数(LOF),开放申购  ,-8.50%,0.9150,jjpj,邓虎,0.03,-7.86%,-14.00%,股票指数,501002,开放赎回,--,2016-01-21,0.9150,-14.25%
1189,0.00%,8.83%,1.1838,汇添富基金,汇添富中证生物科技指数C,开放申购  ,17.22%,1.1722,jjpj,过蓓蓓,1.13,1.27%,9.65%,股票指数,501010,开放赎回,--,2016-12-22,1.1722,13.53%
1190,0.12%,-5.19%,1.5465,工银瑞信基金,工银优质精选混合,限大额  (,53.40%,1.5340,jjpj,胡志利,1.12,-4.42%,1.46%,混合型,487021,),15.25%,2013-02-07,1.5340,6.60%
1191,0.16%,-2.71%,1.9706,工银瑞信基金,工银全球精选,限大额  (,97.70%,1.9770,jjpj,游凛峰,3.46,1.18%,7.68%,QDII,486002,),44.84%,2010-05-25,1.9770,14.28%
1192,0.00%,0.34%,1.0408,工银瑞信基金,工银60天理财债券A,限大额  (,23.57%,4.39%,jjpj,谷衡,6.81,1.10%,2.06%,理财型,485122,),11.57%,2013-01-28,4.0300%,3.85%
1193,,8.69%,0.9912,汇添富基金,汇添富中证精准医疗指数C,开放申购  ,-2.44%,0.9756,jjpj,吴振翔,0.90,1.96%,3.90%,股票指数,501006,开放赎回,--,2016-01-21,0.9756,-4.22%
1194,0.08%,8.73%,0.9998,汇添富基金,汇添富中证精准医疗指数A,开放申购  ,-1.59%,0.9841,jjpj,吴振翔,4.37,2.06%,4.12%,股票指数,501005,开放赎回,--,2016-01-21,0.9841,-3.84%
1195,0.15%,-3.18%,0.9878,长信基金,长信量化优选混合,限大额  (,-1.79%,0.9821,jjpj,邓虎,0.02,0.05%,-5.29%,混合型,501003,),--,2017-04-14,0.9821,--
1196,0.00%,-3.16%,1.9981,工银瑞信基金,工银添颐债券A,开放申购  ,99.50%,1.9950,jjpj3,杜海涛,4.21,-3.90%,-3.25%,债券型,485114,开放赎回,7.90%,2011-08-10,1.9950,-1.24%
1197,0.12%,-0.88%,1.1302,工银瑞信基金,工银瑞信灵活配置混合A,限大额  (,36.17%,1.3617,jjpj,李昱,3.22,-0.06%,0.20%,混合型,487016,),10.08%,2011-12-27,1.1283,2.39%
1198,0.08%,0.75%,1.7442,工银瑞信基金,工银双利债券A,限大额  (,74.10%,1.7410,jjpj4,欧阳凯,55.76,2.71%,0.75%,债券型,485111,),18.03%,2010-08-16,1.7410,1.69%
1199,0.16%,-2.84%,1.2606,工银瑞信基金,工银全球配置,限大额  (,87.71%,1.7280,jjpj,游凛峰,4.90,1.22%,8.36%,QDII,486001,),51.95%,2008-02-14,1.2670,21.33%
1200,0.08%,0.17%,1.1468,工银瑞信基金,工银添利债券A,限大额  (,83.32%,1.7032,jjpj1,杜海涛,20.55,2.73%,-1.76%,债券型,485107,),1.54%,2008-04-14,1.1462,-1.40%
1201,0.08%,0.96%,1.1539,工银瑞信基金,工银信用纯债债券A,限大额  (,19.56%,1.1950,jjpj4,何秀红,6.89,1.85%,1.05%,债券型,485119,),11.43%,2012-11-14,1.1540,2.40%
1202,0.00%,0.34%,1.0189,工银瑞信基金,工银7天理财债券A,限大额  (,23.56%,4.13%,jjpj,魏欣,41.84,1.06%,2.00%,理财型,485118,),10.30%,2012-08-22,3.8330%,3.69%
1203,0.08%,-0.78%,1.0682,工银瑞信基金,工银增强收益债券A,开放申购  ,108.24%,1.8243,jjpj2,杜海涛,13.17,-0.70%,-1.08%,债券型,485105,开放赎回,9.06%,2007-05-11,1.0670,0.23%
1204,0.00%,0.36%,1.2103,工银瑞信基金,工银14天理财债券发起A,限大额  (,23.70%,4.98%,jjpj,谷衡,7.35,1.10%,2.14%,理财型,485120,),10.67%,2012-10-26,3.9350%,3.80%
1205,0.00%,0.89%,1.1319,工银瑞信基金,工银信用纯债债券B,限大额  (,16.83%,1.1680,jjpj3,何秀红,0.34,1.71%,0.80%,债券型,485019,),10.11%,2012-11-14,1.1320,1.98%
1206,0.00%,0.38%,1.2898,工银瑞信基金,工银14天理财债券发起B,限大额  (,25.66%,5.29%,jjpj,谷衡,6.06,1.17%,2.29%,理财型,485020,),11.64%,2012-10-26,4.2270%,4.10%
1207,0.15%,-4.07%,0.4979,工银瑞信基金,工银精选平衡混合,开放申购  ,92.43%,1.9266,jjpj2,黄安乐,18.33,-6.52%,-6.48%,混合型,483003,开放赎回,-7.96%,2006-07-13,0.4878,-2.13%
1208,0.00%,0.36%,1.1225,工银瑞信基金,工银60天理财债券B,限大额  (,25.43%,4.68%,jjpj,谷衡,2.94,1.18%,2.21%,理财型,485022,),12.55%,2013-01-28,4.3390%,4.15%
1209,0.00%,0.72%,1.6901,工银瑞信基金,工银双利债券B,限大额  (,68.70%,1.6870,jjpj3,欧阳凯,3.44,2.62%,0.60%,债券型,485011,),16.75%,2010-08-16,1.6870,1.26%
1210,0.00%,-3.25%,1.9080,工银瑞信基金,工银添颐债券B,开放申购  ,90.50%,1.9050,jjpj3,杜海涛,6.36,-4.08%,-3.54%,债券型,485014,开放赎回,5.95%,2011-08-10,1.9050,-1.85%
1211,0.00%,0.36%,1.0991,工银瑞信基金,工银7天理财债券B,限大额  (,25.58%,4.42%,jjpj,魏欣,3.70,1.14%,2.15%,理财型,485018,),11.27%,2012-08-22,4.1360%,3.99%
1212,0.00%,-0.81%,1.0664,工银瑞信基金,工银增强收益债券B,开放申购  ,99.53%,1.7730,jjpj2,杜海涛,4.28,-0.79%,-1.28%,债券型,485005,开放赎回,7.93%,2007-05-11,1.0652,-0.18%
1213,0.00%,0.14%,1.1355,工银瑞信基金,工银添利债券B,限大额  (,76.28%,1.6559,jjpj1,杜海涛,13.25,2.64%,-1.94%,债券型,485007,),0.36%,2008-04-14,1.1349,-1.80%
1214,0.15%,-5.44%,2.2045,工银瑞信基金,工银量化策略混合,开放申购  ,117.20%,2.1720,jjpj4,游凛峰,1.95,-4.86%,-2.03%,混合型,481017,开放赎回,22.30%,2012-04-26,2.1720,7.90%
1215,0.00%,0.32%,1.1253,工银瑞信基金,工银货币,限大额  (,48.27%,4.11%,jjpj,魏欣,2300.58,1.03%,2.04%,货币型,482002,),10.71%,2006-03-20,4.1880%,4.05%
1216,0.15%,-5.39%,1.4690,工银瑞信基金,工银消费服务混合,开放申购  ,83.05%,1.8050,jjpj4,王筱苓,8.79,-4.52%,3.41%,混合型,481013,开放赎回,29.18%,2011-04-21,1.4560,13.41%
1217,0.10%,-8.34%,1.3416,工银瑞信基金,工银深证红利联接,开放申购  ,58.71%,1.5182,jjpj,赵栩,8.23,-5.60%,7.11%,联接基金,481012,开放赎回,35.37%,2010-11-09,1.3400,24.36%
1218,0.15%,-4.30%,1.2434,工银瑞信基金,工银中小盘混合,开放申购  ,22.50%,1.2250,jjpj2,胡文彪,2.21,-4.82%,-10.91%,混合型,481010,开放赎回,-20.14%,2010-02-10,1.2250,-17.62%
1219,0.15%,-7.71%,0.8650,工银瑞信基金,工银红利混合,开放申购  ,-10.47%,0.9042,jjpj2,宋炳珅,5.95,-5.97%,2.21%,混合型,481006,开放赎回,-9.92%,2007-07-18,0.8632,6.06%
1220,0.15%,-4.84%,2.0611,工银瑞信基金,工银主题策略混合,开放申购  ,102.40%,2.0240,jjpj2,黄安乐,13.95,-6.69%,-4.66%,混合型,481015,开放赎回,-9.76%,2011-10-24,2.0240,2.17%
1221,0.15%,-10.78%,0.2998,工银瑞信基金,工银核心价值混合A,开放申购  ,587.57%,4.5395,jjpj2,何肖颉,47.40,-5.82%,3.93%,混合型,481001,开放赎回,-3.29%,2005-08-31,0.3003,12.05%
1222,0.00%,0.34%,1.0895,汇添富基金,汇添富理财7天债券B,开放申购  ,23.52%,4.08%,jjpj,徐寅喆,107.72,1.15%,2.26%,理财型,472007,开放赎回,12.34%,2013-05-29,4.0400%,4.46%
1223,0.15%,-6.01%,1.1028,工银瑞信基金,工银大盘蓝筹混合,开放申购  ,97.32%,1.8130,jjpj3,王筱苓,6.08,-2.41%,5.91%,混合型,481008,开放赎回,14.45%,2008-08-04,1.0940,18.22%
1224,0.00%,0.36%,1.2739,汇添富基金,汇添富理财30天债券B,开放申购  ,27.85%,4.73%,jjpj,蒋文玲,212.80,1.22%,2.32%,理财型,471030,开放赎回,12.18%,2012-05-09,4.7400%,4.43%
1225,0.12%,-5.39%,1.1303,工银瑞信基金,工银沪深300,开放申购  ,68.64%,1.6281,jjpj,刘伟琳,20.45,-4.05%,1.01%,股票指数,481009,开放赎回,1.92%,2009-03-05,1.1211,11.67%
1226,0.00%,0.30%,0.9694,汇添富基金,汇添富理财7天债券A,限大额  (,20.92%,3.64%,jjpj,徐寅喆,2.07,1.04%,2.04%,理财型,471007,),10.87%,2013-05-29,3.5980%,4.01%
1227,0.00%,0.36%,1.3168,汇添富基金,汇添富理财60天债券B,开放申购  ,28.65%,4.66%,jjpj,蒋文玲,19.56,1.21%,2.29%,理财型,471060,开放赎回,12.55%,2012-06-12,4.7500%,4.56%
1228,0.00%,0.35%,1.1713,汇添富基金,汇添富理财14天债券B,限大额  (,22.45%,4.51%,jjpj,蒋文玲,90.22,1.19%,2.30%,理财型,471014,),9.26%,2012-07-10,4.3680%,4.48%
1229,0.15%,-3.96%,1.9193,汇添富基金,汇添富逆向投资混合,开放申购  ,164.76%,2.4590,jjpj3,顾耀强,8.83,-2.63%,5.35%,混合型,470098,开放赎回,12.34%,2012-03-09,1.8900,3.44%
1230,0.15%,-5.53%,1.2267,工银瑞信基金,工银稳健成长混合A,开放申购  ,47.88%,1.4605,jjpj1,胡文彪,10.83,-6.39%,-9.63%,混合型,481004,开放赎回,-44.16%,2006-12-06,1.2105,-18.45%
1231,0.12%,-4.03%,1.1745,汇添富基金,汇添富香港混合(QDII),开放申购  ,32.61%,1.3160,jjpj,倪健,2.85,3.28%,9.73%,QDII,470888,开放赎回,22.89%,2010-06-25,1.1660,23.01%
1232,0.10%,-3.50%,1.4242,汇添富基金,汇添富深证300ETF联接,开放申购  ,39.91%,1.3991,jjpj,赖中立,0.78,-4.13%,-2.45%,联接基金,470068,开放赎回,-8.58%,2011-09-28,1.3991,2.55%
1233,0.08%,-0.49%,1.0201,汇添富基金,汇添富6月红添利定开债A,暂停申购  ,30.98%,1.0890,jjpj1,何旻,21.28,0.39%,2.05%,定开债券,470088,暂停赎回,16.99%,2011-12-20,1.0200,5.69%
1234,0.00%,-5.56%,1.4147,汇添富基金,汇添富可转换债券C,开放申购  ,49.45%,1.4800,jjpj1,曾刚,0.75,-0.28%,4.29%,债券型,470059,开放赎回,-18.12%,2011-06-17,1.4100,10.33%
1235,0.00%,-0.49%,1.0111,汇添富基金,汇添富6月红添利定开债C,暂停申购  ,28.13%,1.0800,jjpj1,何旻,0.01,0.30%,1.77%,定开债券,470089,暂停赎回,15.68%,2011-12-20,1.0110,5.21%
1236,0.00%,0.34%,1.1944,汇添富基金,汇添富理财30天债券A,限大额  (,25.68%,4.44%,jjpj,蒋文玲,3.38,1.14%,2.17%,理财型,470030,),11.21%,2012-05-09,4.4500%,4.12%
1237,0.15%,2.53%,1.9785,汇添富基金,汇添富社会责任混合,开放申购  ,90.40%,1.9040,jjpj3,欧阳沁春,38.14,7.81%,-1.75%,混合型,470028,开放赎回,-8.77%,2011-03-29,1.9040,18.11%
1238,0.00%,0.34%,1.2374,汇添富基金,汇添富理财60天债券A,限大额  (,26.48%,4.37%,jjpj,蒋文玲,2.71,1.13%,2.14%,理财型,470060,),11.57%,2012-06-12,4.4590%,4.26%
1239,0.08%,-5.48%,1.4528,汇添富基金,汇添富可转换债券A,开放申购  ,53.35%,1.5180,jjpj1,曾刚,0.85,-0.14%,4.55%,债券型,470058,开放赎回,-17.21%,2011-06-17,1.4480,10.79%
1240,0.00%,-0.86%,1.1476,汇添富基金,汇添富增强债券C,开放申购  ,46.82%,1.5220,jjpj3,陆文磊,0.33,0.73%,0.31%,债券型,470078,开放赎回,10.85%,2009-09-15,1.1470,1.32%
1241,0.00%,1.09%,1.3039,华泰柏瑞基金,华泰柏瑞稳健收益债券C,开放申购  ,30.40%,1.3040,jjpj4,董元星,0.38,1.88%,4.07%,债券型,460108,开放赎回,12.90%,2012-12-04,1.3040,4.91%
1242,0.15%,-6.45%,1.1419,汇添富基金,汇添富优选回报灵活配置混合A,开放申购  ,13.20%,1.1320,jjpj,蒋文玲,2.38,-3.33%,2.63%,混合型,470021,开放赎回,--,2013-01-24,1.1320,12.86%
1243,0.10%,-5.53%,1.7303,华泰柏瑞基金,华泰柏瑞沪深300联接,开放申购  ,71.63%,1.7163,jjpj,柳军,0.55,-3.97%,1.26%,联接基金,460300,开放赎回,5.87%,2012-05-29,1.7163,11.23%
1244,0.15%,10.04%,1.4150,汇添富基金,汇添富医药保健混合,开放申购  ,71.02%,1.6820,jjpj2,周睿,24.20,5.34%,9.52%,混合型,470006,开放赎回,-5.22%,2010-09-21,1.3810,1.54%
1245,0.15%,-2.81%,1.0853,华泰柏瑞基金,华泰柏瑞中小盘联接,开放申购  ,7.03%,1.0703,jjpj,柳军,0.63,-4.14%,-4.65%,联接基金,460220,开放赎回,-14.85%,2011-01-26,1.0703,0.19%
1246,0.08%,1.07%,1.3279,华泰柏瑞基金,华泰柏瑞稳健收益债券A,开放申购  ,32.80%,1.3280,jjpj4,董元星,0.32,1.92%,4.24%,债券型,460008,开放赎回,13.89%,2012-12-04,1.3280,5.31%
1247,0.16%,-5.57%,0.9552,华泰柏瑞基金,华泰柏瑞亚洲领导企业混合,开放申购  ,-5.10%,0.9490,jjpj,黄明仁,0.27,-4.33%,-0.63%,QDII,460010,开放赎回,5.56%,2010-12-02,0.9490,11.65%
1248,0.15%,-3.51%,1.5417,华泰柏瑞基金,华泰柏瑞行业领先混合,开放申购  ,51.40%,1.5140,jjpj3,吕慧建,2.27,-6.66%,3.98%,混合型,460007,开放赎回,-0.07%,2009-08-03,1.5140,14.78%
1249,0.15%,-4.41%,1.4610,华泰柏瑞基金,华泰柏瑞量化先行混合,开放申购  ,94.21%,1.9630,jjpj4,田汉卿,31.39,-3.63%,-7.13%,混合型,460009,开放赎回,41.89%,2010-06-22,1.4320,4.28%
1250,0.00%,0.28%,1.2175,华泰柏瑞基金,华泰柏瑞货币A,开放申购  ,29.45%,3.84%,jjpj,郑青,1.99,0.93%,1.85%,货币型,460006,开放赎回,9.78%,2009-05-06,4.0220%,3.73%
1251,0.15%,1.76%,2.4775,华泰柏瑞基金,华泰柏瑞价值增长混合,开放申购  ,328.45%,3.4142,jjpj4,方纬,5.82,4.08%,2.25%,混合型,460005,开放赎回,50.35%,2008-07-16,2.4312,5.19%
1252,0.00%,0.93%,1.0072,华泰柏瑞基金,华泰柏瑞稳本增利债券B,开放申购  ,40.93%,1.4023,jjpj1,陈东,0.12,1.76%,2.12%,债券型,460003,开放赎回,0.77%,2007-12-03,1.0073,4.10%
1253,0.15%,-4.06%,1.2391,华泰柏瑞基金,华泰柏瑞积极成长混合A,开放申购  ,72.42%,1.6678,jjpj2,方伦煜,10.89,-2.89%,-2.03%,混合型,460002,开放赎回,-6.73%,2007-05-29,1.2209,6.72%
1254,0.15%,-4.16%,0.4776,华泰柏瑞基金,华泰柏瑞盛世中国混合,开放申购  ,461.29%,3.2337,jjpj3,张慧,16.05,-2.99%,6.24%,混合型,460001,开放赎回,6.46%,2005-04-27,0.4705,21.43%
1255,0.00%,0.08%,1.3156,国海富兰克林基金,国富恒久信用债券C,开放申购  ,31.50%,1.3150,jjpj2,刘怡敏,0.01,2.26%,2.10%,债券型,450019,开放赎回,8.68%,2012-09-11,1.3150,3.79%
1256,0.00%,0.30%,1.2833,华泰柏瑞基金,华泰柏瑞货币B,开放申购  ,32.25%,4.08%,jjpj,郑青,105.41,0.98%,1.97%,货币型,460106,开放赎回,10.58%,2009-05-06,4.2620%,3.98%
1257,0.15%,-5.02%,1.4118,国海富兰克林基金,国富研究精选混合,开放申购  ,39.90%,1.3990,jjpj2,徐荔蓉,0.46,-1.06%,1.67%,混合型,450011,开放赎回,-26.68%,2012-05-22,1.3990,14.39%
1258,0.08%,0.11%,1.3331,国海富兰克林基金,国富恒久信用债券A,开放申购  ,33.25%,1.3325,jjpj2,刘怡敏,0.71,2.33%,2.26%,债券型,450018,开放赎回,9.40%,2012-09-11,1.3325,4.10%
1259,0.15%,-1.50%,1.0562,国海富兰克林基金,国富亚洲机会股票,开放申购  ,10.79%,1.1060,jjpj,徐成,4.25,1.06%,4.62%,QDII,457001,开放赎回,4.22%,2012-02-22,1.0510,18.75%
1260,0.12%,-6.48%,1.0767,国海富兰克林基金,国富沪深300,开放申购  ,41.14%,1.4110,jjpj,张志强,2.51,-5.49%,-1.29%,股票指数,450008,开放赎回,-1.09%,2009-09-03,1.0680,2.87%
1261,0.00%,-0.76%,1.1160,国海富兰克林基金,国富强化债券C,开放申购  ,63.02%,1.5698,jjpj4,刘怡敏,0.05,0.96%,-0.08%,债券型,450006,开放赎回,14.50%,2008-12-18,1.1137,1.70%
1262,0.15%,-4.54%,1.8110,国海富兰克林基金,国富中小盘,开放申购  ,137.18%,2.3050,jjpj4,赵晓东,16.01,-2.14%,0.39%,股票型,450009,开放赎回,49.45%,2010-11-23,1.7870,12.41%
1263,0.08%,-0.73%,1.2375,国海富兰克林基金,国富强化债券A,开放申购  ,71.56%,1.6189,jjpj4,刘怡敏,9.31,1.04%,0.03%,债券型,450005,开放赎回,15.37%,2008-10-24,1.2349,1.97%
1264,0.15%,-4.91%,1.1751,国海富兰克林基金,国富潜力组合混合A,限大额  (,134.82%,2.0030,jjpj2,徐荔蓉,14.40,-3.16%,-0.09%,混合型,450003,),2.56%,2007-03-22,1.1630,9.41%
1265,0.15%,-7.01%,1.3780,国海富兰克林基金,国富成长动力混合,开放申购  ,60.72%,1.5477,jjpj2,杜飞,0.99,-6.14%,-3.78%,混合型,450007,开放赎回,-24.64%,2009-03-25,1.3677,2.08%
1266,0.15%,-3.70%,1.3221,国海富兰克林基金,国富策略回报混合,开放申购  ,30.20%,1.3020,jjpj2,王晓宁,0.53,-3.05%,-4.34%,混合型,450010,开放赎回,-11.31%,2011-08-02,1.3020,1.56%
1267,0.15%,-5.94%,1.2336,国海富兰克林基金,国富弹性市值混合,限大额  (,602.24%,3.5219,jjpj4,赵晓东,32.39,-3.41%,2.20%,混合型,450002,),52.70%,2006-06-14,1.2247,19.09%
1268,0.15%,-2.15%,0.8944,国海富兰克林基金,国富中国收益,开放申购  ,286.03%,2.7164,jjpj4,徐荔蓉,2.83,0.58%,2.08%,混合型,450001,开放赎回,19.53%,2005-06-01,0.8875,4.78%
1269,0.00%,0.36%,1.1289,天弘基金,天弘债券发起式B,开放申购  ,16.04%,1.1570,jjpj2,刘洋,1.70,0.89%,1.90%,债券型,420108,开放赎回,5.22%,2012-08-10,1.1290,1.71%
1270,0.00%,0.33%,3.0209,天弘基金,天弘现金管家货币B,开放申购  ,23.11%,4.84%,jjpj,王登峰,87.78,1.04%,2.04%,货币型,420106,开放赎回,10.01%,2012-06-20,5.3040%,4.06%
1271,0.08%,-0.07%,1.0424,天弘基金,天弘永利债券B,开放申购  ,68.26%,1.5471,jjpj5,姜晓丽,3.29,0.95%,0.72%,债券型,420102,开放赎回,17.22%,2008-04-18,1.0421,1.60%
1272,0.10%,0.20%,1.5156,天弘基金,天弘安康养老混合,开放申购  ,51.40%,1.5140,jjpj,姜晓丽,9.45,1.27%,1.88%,混合型,420009,开放赎回,21.61%,2012-11-28,1.5140,3.56%
1273,0.15%,-4.23%,1.1908,国海富兰克林基金,国富深化价值混合,开放申购  ,70.33%,1.6480,jjpj1,刘晓,1.64,-1.92%,8.07%,混合型,450004,开放赎回,-27.19%,2008-07-03,1.1780,21.82%
1274,0.00%,0.31%,2.9424,天弘基金,天弘现金管家货币A,开放申购  ,21.41%,4.48%,jjpj,王登峰,3.34,0.98%,1.92%,货币型,420006,开放赎回,9.22%,2012-06-20,5.0450%,3.81%
1275,0.15%,-3.48%,1.4212,天弘基金,天弘周期策略混合,开放申购  ,92.27%,1.7850,jjpj2,陈国光,1.53,-6.11%,-4.33%,混合型,420005,开放赎回,12.67%,2009-12-17,1.4140,4.51%
1276,0.08%,0.35%,1.1559,天弘基金,天弘债券发起式A,开放申购  ,18.92%,1.1850,jjpj2,刘洋,0.16,1.05%,2.21%,债券型,420008,开放赎回,6.64%,2012-08-10,1.1560,2.30%
1277,0.15%,1.17%,1.2362,华富基金,华富价值增长,开放申购  ,107.08%,1.9955,jjpj4,陈启明,1.11,1.95%,6.92%,混合型,410007,开放赎回,33.98%,2009-07-15,1.1955,10.12%
1278,0.15%,-2.62%,1.4225,华富基金,华富策略精选,开放申购  ,60.33%,1.5598,jjpj4,高靖瑜,0.17,-4.46%,-3.37%,混合型,410006,开放赎回,-1.30%,2008-12-24,1.3998,-5.53%
1279,0.12%,-2.60%,1.3798,华富基金,华富中小板指数增强,开放申购  ,34.90%,1.3490,jjpj,高靖瑜,0.09,-3.85%,-3.71%,股票指数,410010,开放赎回,-18.98%,2011-12-09,1.3490,0.00%
1280,0.12%,-6.62%,1.3172,华富基金,华富中证100指数,开放申购  ,31.23%,1.3123,jjpj,高靖瑜,1.02,-3.30%,6.16%,股票指数,410008,开放赎回,17.07%,2009-12-30,1.3123,24.83%
1281,0.08%,0.02%,1.8053,华富基金,华富增强债券A,开放申购  ,137.03%,2.1162,jjpj3,胡伟,26.51,0.50%,0.83%,债券型,410004,开放赎回,13.23%,2008-05-28,1.8042,3.11%
1282,0.15%,-1.07%,1.0151,华富基金,华富成长趋势混合,开放申购  ,24.94%,1.2710,jjpj2,龚炜,4.77,1.38%,5.11%,混合型,410003,开放赎回,-8.55%,2007-03-19,0.9810,1.56%
1283,0.15%,-5.42%,1.0498,华富基金,华富量子生命力混合,开放申购  ,3.84%,1.0385,jjpj3,龚炜,0.64,-0.83%,2.03%,混合型,410009,开放赎回,-9.57%,2011-04-01,1.0385,-7.64%
1284,0.15%,-3.44%,0.6994,东方基金,东方主题精选混合,开放申购  ,-30.29%,0.6971,jjpj,王晓伟,1.54,-6.92%,-11.34%,混合型,400032,开放赎回,-30.29%,2015-03-23,0.6971,-11.38%
1285,0.08%,0.89%,1.0151,东方基金,东方添益债券,限大额  (,14.21%,1.1478,jjpj,彭成军,0.92,1.71%,-3.10%,债券型,400030,),11.77%,2014-12-15,1.0148,-1.87%
1286,0.00%,-0.01%,1.7781,华富基金,华富增强债券B,开放申购  ,127.70%,2.0590,jjpj3,胡伟,1.19,0.40%,0.63%,债券型,410005,开放赎回,11.87%,2008-05-28,1.7770,2.69%
1287,0.00%,0.30%,1.0752,华富基金,华富货币A,开放申购  ,47.82%,3.79%,jjpj,尹培俊,3.04,1.00%,2.01%,货币型,410002,开放赎回,9.75%,2006-06-21,3.8570%,3.91%
1288,0.15%,-1.49%,1.0251,华富基金,华富竞争力优选,开放申购  ,245.96%,2.5852,jjpj3,龚炜,5.11,-0.26%,3.26%,混合型,410001,开放赎回,-4.57%,2005-03-02,1.0069,4.37%
1289,0.12%,0.26%,1.1129,东方基金,东方多策略灵活配置混合A,开放申购  ,28.10%,1.2814,jjpj5,朱晓栋,0.35,-1.21%,-1.09%,混合型,400023,开放赎回,9.78%,2014-05-21,1.1114,0.75%
1290,0.00%,-0.33%,1.4520,东方基金,东方双债添利债券C,开放申购  ,44.83%,1.4483,jjpj,黄诺楠,0.08,1.19%,-0.87%,债券型,400029,开放赎回,7.62%,2014-09-24,1.4483,-0.53%
1291,0.08%,0.15%,1.4713,东方基金,东方双债添利债券A,开放申购  ,47.09%,1.4709,jjpj,黄诺楠,1.01,1.55%,-0.66%,债券型,400027,开放赎回,8.67%,2014-09-24,1.4709,-0.01%
1292,0.15%,0.13%,1.5584,东方基金,东方新兴成长混合,开放申购  ,56.01%,1.5601,jjpj,王然,1.80,3.72%,13.08%,混合型,400025,开放赎回,12.35%,2014-09-03,1.5601,20.14%
1293,0.15%,-3.74%,1.4376,东方基金,东方启明量化先锋基金,开放申购  ,42.43%,1.4243,jjpj,刘志刚,0.10,-4.30%,-2.56%,混合型,400018,开放赎回,2.12%,2012-12-19,1.4243,-6.99%
1294,0.15%,-2.43%,1.2489,东方基金,东方利群混合A,限大额  (,23.90%,1.2390,jjpj,朱晓栋,0.16,-1.55%,-4.18%,混合型,400022,),7.89%,2013-07-17,1.2390,-0.28%
1295,0.15%,-5.93%,2.6853,东方基金,东方策略成长混合,开放申购  ,165.06%,2.6506,jjpj3,王然,4.73,-7.20%,-3.42%,混合型,400007,开放赎回,-2.62%,2008-06-03,2.6506,1.28%
1296,0.00%,0.30%,1.1169,东方基金,东方金账簿货币A,开放申购  ,46.86%,3.96%,jjpj,姚航,4.53,1.02%,2.03%,货币型,400005,开放赎回,10.36%,2006-08-02,4.0370%,4.02%
1297,0.08%,0.72%,1.0576,东方基金,东方强化收益债券,开放申购  ,34.71%,1.3370,jjpj3,黄诺楠,1.28,1.84%,2.14%,债券型,400016,开放赎回,12.86%,2012-10-09,1.0570,3.30%
1298,0.12%,-1.40%,0.9876,东方基金,东方安心收益保本,开放申购  ,7.11%,1.3344,jjpj,朱晓栋,10.71,0.13%,0.36%,保本型  ,400020,开放赎回,0.97%,2013-07-03,0.9864,0.02%
1299,0.12%,-1.39%,1.2143,东方基金,东方成长收益灵活配置混合,开放申购  ,42.40%,1.4190,jjpj,姚航,2.58,-0.41%,0.17%,混合型,400013,开放赎回,12.77%,2011-04-14,1.2100,4.13%
